File_name,Paper_title,Reference,Citation,aim at Social Communication skills,aim at Emotional Intelligence skills,aim at Language and Speech skills,aim at Cognitive Skills,aim at Social Cognition skills,aim at Physical and Motor Development skills,aim at Self-Management and Adaptive Skills,studying Children with ASD,studying Adolescents with ASD,studying Adults with ASD,studying Children with other neurodevelopmental disabilities,studying Adolescents with other neurodevelopmental disabilities,studying Adults with other neurodevelopmental disabilities,carry out Social Interaction Activities with robots,carry out Storytelling and Play-based Activities with robots,carry out Imitation and Movement Activities with robots,carry out Emotion and Expression Recognition Activities with robots,Music and Rhythm Activities with robots,carry out Executive Function and Cognitive Activities with robots,carry out Communication and Language Activities with robots
Fortiva-76-Soleiman-et-al.-2014-RoboParrot-A-robotic-platform-for-human-robot-int.pdf,RoboParrot: A Robotic Platform for Human Robot Interaction; case of Autistic Children,Soleiman; P.; Salehi; S.; Mahmoudi; M.; Ghavami; M.; Moradi; H.; & Pouretemad; H. (2014). RoboParrot: A Robotic Platform for Human Robot Interaction; case of Autistic Children. 2014 Second RSI/ISM International Conference on Robotics and Mechatronics (ICRoM); 76-81.,(Soleiman et al.; 2014),Yes; the authors aimed to study social interaction and communication skills between the RoboParrot and autistic children. The paper states the robot is designed to comfort and emotionally interact with autistic children and they observed the children's reactions to the robot's verbal communication attempts.,N/A. The paper does not explicitly mention studying emotional intelligence skills.,Yes; to some extent. The authors note that voice-based communication is impaired in about one-third to one-half of autistic individuals. They designed the RoboParrot with verbal interaction capabilities to potentially help teach verbal communication to autistic children.,N/A. The paper does not focus on evaluating cognitive skills like attention; problem-solving; etc.; ,N/A. While the authors observed some imitation and vocalization behaviors from the autistic children in response to the robot; they did not explicitly aim to study social cognition skills.,N/A. The paper does not focus on physical or motor skill development.,N/A. The study does not target self-management or adaptive skills.,Yes; the primary focus of the study was on children with autism spectrum disorder and their interactions with the RoboParrot.,N/A. The study only involved children with ASD; not adolescents.,N/A. The study only involved children with ASD; not adults.,No; the study did not include children with other neurodevelopmental disabilities besides ASD.,N/A. The study did not include any adolescents.,N/A. The study did not include any adults.,Yes; the authors designed unstructured interactive scenarios between the autistic children and the RoboParrot to observe their social interactions and reactions to the robot's behaviors.,N/A. The study did not involve specific storytelling or play-based activities.,Yes; the robot performed some movements like blinking and shaking its body; and the authors observed if the children tried to imitate any of the actions.,N/A. The study did not include specific emotion or expression recognition activities.,Yes; music was played through the robot's speakers as part of the interaction scenarios to see how the children would respond.,N/A. The study did not involve the children programming or controlling the robot for cognitive skill development.,Yes; the RoboParrot engaged in verbal communication with the children; like greeting them and asking simple questions; to elicit communicative responses. The authors observed the children's vocalizations and verbal expressions during these interactions.
Fortiva-77-Subramani-et-al.-2017-Development-of-a-Robotic-Motor-Skills-Assessment-S.pdf.pdf,Development of a Robotic Motor Skills Assessment System for Children With Autism,Subramani; G.; Fisher; A. M.; Bittmann; M. F.; Mason; A. H.; Travers; B. G.; & Zinn; M. R. (2017). Development of a Robotic Motor Skills Assessment System for Children With Autism. Conference Paper; April 2017. https://doi.org/10.1115/DMD2017-3447,(Subramani et al.; 2017),N/A. The study does not aim at developing or evaluating Social Communication skills. It focuses on motor skills assessment.,N/A. The study does not aim at developing or evaluating Emotional Intelligence skills. It focuses on motor skills assessment.,N/A. The study does not aim at developing or evaluating Language and Speech skills. It focuses on motor skills assessment.,N/A. While the study mentions motor planning; which could be considered a cognitive skill; the primary focus is on motor skills assessment rather than developing cognitive skills.,N/A. The study does not aim at developing or evaluating Social Cognition skills. It focuses on motor skills assessment.,Yes; the study aims at developing a system for evaluating Physical and Motor Development skills; specifically upper limb motor skills in children with autism.,N/A. The study does not aim at developing or evaluating Self-Management and Adaptive Skills. It focuses on motor skills assessment.,Yes; the study aims at studying children with autism spectrum disorder (ASD).,N/A. The study does not specifically mention targeting adolescents with ASD; focusing instead on children.,N/A. The study does not aim at studying adults with ASD; focusing instead on children.,N/A. The study does not aim at studying children with other neurodevelopmental disabilities; focusing specifically on children with autism.,N/A. The study does not aim at studying adolescents with other neurodevelopmental disabilities.,N/A. The study does not aim at studying adults with other neurodevelopmental disabilities.,N/A. The study does not carry out Social Interaction Activities with robots. It focuses on developing a motor skills assessment system.,N/A. The study does not carry out Storytelling and Play-based Activities with robots. It focuses on developing a motor skills assessment system.,Yes; the study involves Imitation and Movement Activities with robots; specifically large shape drawing tasks to evaluate upper limb motion.,N/A. The study does not carry out Emotion and Expression Recognition Activities with robots. It focuses on motor skills assessment.,N/A. The study does not carry out Music and Rhythm Activities with robots. It focuses on motor skills assessment.,N/A. While the study involves using a robot for motor tasks; it does not specifically carry out Executive Function and Cognitive Activities as described. The focus is on motor skills assessment.,N/A. The study does not carry out Communication and Language Activities with robots. It focuses on motor skills assessment.
Fortiva-78-Taheri-2016.-Social-Robots-and-Teaching-Music-to-Autistic-Child.pdf.pdf,Social Robots and Teaching Music to Autistic Children: Myth or Reality?,Taheri; A.; Meghdari; A.; Alemi; M.; Pouretemad; H.; Poorgoldooz; P.; & Roohbakhsh; M. (2016). Social Robots and Teaching Music to Autistic Children: Myth or Reality?. In International Conference on Social Robotics (pp. 541-550). Springer; Cham.,(Taheri et al.; 2016),Yes; the authors aimed to improve social and communication skills of children with autism through a robot-assisted music-based intervention. The paper mentions that the program has the potential to improve social and communication skills.,N/A. The study does not explicitly mention developing or evaluating emotional intelligence skills.,Yes; the authors observed improvement in the verbal skills of some participants after the robot-assisted music intervention sessions.,Yes; the authors aimed to improve cognitive skills like attention through the designed music-based robot-assisted intervention scenario. Improvement in attention was reported for some participants.,N/A. The study does not explicitly mention developing or evaluating social cognition skills like symbolic play; joint attention; etc.,Yes; the authors aimed to improve fine/gross movement skills of children with autism through the music-based intervention. Improvement in fine hands imitation was observed for all participants.,N/A. The study does not explicitly mention developing or evaluating self-management and adaptive skills.,Yes; the study was conducted with four children (6-year-old males) with autism spectrum disorder; three with high-functioning autism and one with low-functioning autism.,N/A. The study was conducted with children; not adolescents with ASD.,N/A. The study was conducted with children; not adults with ASD.,N/A. All participants had autism spectrum disorder. The study did not include children with other neurodevelopmental disabilities.,N/A. The study did not include adolescents with other neurodevelopmental disabilities.,N/A. The study did not include adults with other neurodevelopmental disabilities.,Yes; the intervention involved interactive imitation turn-taking music games between the robot and child to teach fundamentals of music.,N/A. The intervention did not involve storytelling or play-based activities with robots.,Yes; imitation-based games where the child imitates the robot playing the drum/xylophone were part of the intervention protocol.,N/A. The study did not involve emotion and expression recognition activities with robots.,Yes; the main intervention was music-based; involving the robot playing instruments like xylophone and drum to teach music concepts to the children. A virtual xylophone game was also used.,N/A. The study did not involve executive function and cognitive activities with robots like programming or operating robot controllers.,N/A. The study did not involve specific communication and language activities with robots like digital picture exchange or joint attention tasks; beyond the general verbal instructions during the music sessions.
Fortiva-79-Taheri-et-al.-2017-Teaching-music-to-children-with-autism-A-social-r.pdf,Teaching music to children with autism: A social robotics challenge,Taheri; A.; Meghdari; A.; Alemi; M.; & Pouretemad; H. R. (2019). Teaching music to children with autism: A social robotics challenge. Scientia Iranica; 26(Special Issue on: Socio-Cognitive Engineering); 40-58.,(Taheri et al.; 2019),Yes; the authors aimed at developing social communication skills such as joint attention; turn-taking; and eye contact.,N/A. The study did not explicitly aim at developing or evaluating emotional intelligence skills.,Yes; the authors aimed at developing language skills; as they reported some improvement in verbal skills for some participants.,Yes; the authors aimed at developing cognitive skills such as attention and working memory.,Yes; the authors aimed at developing social cognition skills; particularly imitation and joint attention.,Yes; the authors aimed at developing motor skills; specifically fine motor imitation.,N/A. The study did not explicitly aim at developing or evaluating self-management and adaptive skills.,Yes; the study aimed at studying children with autism spectrum disorder (ASD).,N/A. The study did not aim at studying adolescents with ASD.,N/A. The study did not aim at studying adults with ASD.,N/A. The study did not aim at studying children with other neurodevelopmental disabilities.,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities.,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities.,Yes; the authors carried out social interaction activities with robots; including interactive scenarios and one-on-one interactions.,N/A. The study did not involve storytelling and play-based activities with robots.,Yes; the authors carried out imitation and movement activities with robots; including imitation games and mimicking movements.,N/A. The study did not explicitly involve emotion and expression recognition activities with robots.,Yes; the authors carried out music and rhythm activities with robots; including music-based interventions; rhythm-based activities; and instrument playing lessons.,Yes; the authors carried out executive function and cognitive activities with robots; including working memory activities.,Yes; the authors carried out communication and language activities with robots; including joint attention tasks.
Fortiva-80-Taheri-et-al.-2017-B-Human-Robot-Interaction-in-Autism-Treatment-A-Cas.pdf.pdf,Human-Robot Interaction in Autism Treatment: A Case Study on Three Pairs of Autistic Children as Twins; Siblings; and Classmates,Taheri; A.; Meghdari; A.; Alemi; M.; & Pouretemad; H. (2018). Human-Robot Interaction in Autism Treatment: A Case Study on Three Pairs of Autistic Children as Twins; Siblings; and Classmates. International Journal of Social Robotics; 10(1); 93-113.,(Taheri et al.; 2018),Yes; the authors aimed at developing and evaluating social communication skills such as eye contact; social interaction; communication skills; and turn-taking.,N/A. The study did not explicitly aim at developing or evaluating emotional intelligence skills.,Yes; the authors aimed at developing and evaluating language and speech skills; particularly verbal communication abilities.,Yes; the authors aimed at developing and evaluating cognitive skills; specifically attention.,Yes; the authors aimed at developing and evaluating social cognition skills; particularly imitation and joint attention.,Yes; the authors aimed at developing and evaluating physical and motor development skills; specifically motor imitation.,N/A. The study did not explicitly aim at developing or evaluating self-management and adaptive skills.,Yes; the study aimed at studying children with autism spectrum disorder (ASD).,N/A. The study did not aim at studying adolescents with ASD. The participants were children aged 6-15 years old.,N/A. The study did not aim at studying adults with ASD.,N/A. The study did not aim at studying children with other neurodevelopmental disabilities (not ASD).,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities (not ASD).,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities (not ASD).,Yes; the authors carried out social interaction activities with robots; including interactive scenarios and group-based sessions.,N/A. The study did not explicitly mention carrying out storytelling and play-based activities with robots.,Yes; the authors carried out imitation and movement activities with robots; including imitation games and mimicking movements.,N/A. The study did not explicitly mention carrying out emotion and expression recognition activities with robots.,Yes; the authors carried out music and rhythm activities with robots; specifically playing a real xylophone and a virtual xylophone game.,Yes; the authors carried out executive function and cognitive activities with robots; including operating robot controllers and planning activities.,Yes; the authors carried out communication and language activities with robots; including joint attention tasks and verbal communication exercises.
Fortiva-81-Talaei-Khoei-2017-Use-of-Lean-Robotic-Communication-to-Improve-Socia.pdf,Use of Lean Robotic Communication to Improve Social Response of Children with Autism,Talaei-Khoei; A.; Kaul; M.; Lewis; L.; Daniel; J.; & Sharma; R. (2017). Use of Lean Robotic Communication to Improve Social Response of Children with Autism. In Proceedings of the 50th Hawaii International Conference on System Sciences.,(Talaei-Khoei et al.; 2017),Yes; the authors aimed to improve social responses and basic structured communication with autistic children using a humanoid robot with no facial expressions.,N/A. The study did not specifically aim to develop or evaluate emotional intelligence skills.,N/A. The study did not specifically aim to develop or evaluate language and speech skills.,Yes; the study aimed to improve attention skills; as the robot gave attention directives that the child was expected to respond to.,Yes; the study included joint-attention activities; where the child was expected to pay attention to what others (the instructor and the robot) were attending to.,N/A. The study did not specifically aim to develop or evaluate physical and motor development skills.,N/A. The study did not specifically aim to develop or evaluate self-management and adaptive skills.,Yes; the study focused on a child with mild autism spectrum disorder.,N/A. The study did not include adolescents with ASD; only one child.,N/A. The study did not include adults with ASD; only one child.,N/A. The study did not include children with other neurodevelopmental disabilities; only one child with ASD.,N/A. The study did not include adolescents with other neurodevelopmental disabilities; only one child with ASD.,N/A. The study did not include adults with other neurodevelopmental disabilities; only one child with ASD.,Yes; the study included one-on-one social interaction activities between the robot and the child.,N/A. The study did not include specific storytelling or play-based activities.,N/A. The study did not include specific imitation or movement activities.,N/A. The study did not include specific emotion or expression recognition activities. The robot intentionally had no facial expressions.,N/A. The study did not include music or rhythm activities.,N/A. The study did not include specific executive function or cognitive activities beyond attention directives.,Yes; the study included joint attention communication activities between the robot; child and instructor.
Fortiva-82-Tartarisco-et-al.-2022-Exploring-behavioural-and-physiological-interactio.pdf.pdf,Exploring behavioural and physiological interactions in a group-based emotional skill social robotic training for autism spectrum disorders,Tartarisco; G.; Bruschetta; R.; Marino; F.; Minutoli; R.; Caprì; T.; Chilà; P.; Failla; C.; Puglisi; A.; Arnao; A. A.; Cerasa; A.; & Pioggia; G. (2022). Exploring behavioural and physiological interactions in a group-based emotional skill social robotic training for autism spectrum disorders. 2022 IEEE Conference on Evolving and Adaptive Intelligent Systems (EAIS); 1-6. https://doi.org/10.1109/CECCME55909.2022.9988169,(Tartarisco et al.; 2022),Yes; the authors aimed at developing social communication skills; particularly social interaction and engagement.,Yes; the authors aimed at developing emotional intelligence skills; specifically emotional comprehension and emotional expression.,Yes; the authors aimed at developing language skills; particularly emotional language.,N/A. The study does not explicitly mention developing or evaluating cognitive skills.,Yes; the authors aimed at developing social cognition skills; particularly facial expression recognition.,N/A. The study does not mention developing or evaluating physical and motor development skills.,N/A. The study does not mention developing or evaluating self-management and adaptive skills.,Yes; the study aimed at studying children with autism spectrum disorder (ASD).,N/A. The study focused on children aged 5-8 years; not adolescents.,N/A. The study did not aim at studying adults with ASD.,N/A. The study focused specifically on children with ASD; not other neurodevelopmental disabilities.,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities.,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities.,Yes; the authors carried out social interaction activities with robots; specifically group-based sessions.,Yes; the authors carried out storytelling activities with robots; presenting social situations to the children.,N/A. The study does not mention imitation and movement activities with robots.,Yes; the authors carried out emotion and expression recognition activities with robots; including facial expression recognition exercises.,N/A. The study does not mention music and rhythm activities with robots.,N/A. The study does not mention executive function and cognitive activities with robots.,Yes; the authors carried out communication and language activities with robots; focusing on emotional language and comprehension.
Fortiva-83-Tobar-et-al.-2021-Portable-Robotic-Modular-Kit-for-Teaching-Gestures.pdf,Portable Robotic Modular Kit for Teaching Gestures in Children with ASD,Tobar; J.; Delgado; J.; Muñoz; B.; Bacca; B.; & Caicedo; E. (2021). Portable Robotic Modular Kit for Teaching Gestures in Children with ASD. In Social Robotics (pp. 217-225). Springer International Publishing.,(Tobar et al.; 2021),Yes; the authors aimed at developing social communication skills; specifically teaching gestures to children with ASD.,N/A. The study does not explicitly mention developing or evaluating emotional intelligence skills.,N/A. The study does not explicitly mention developing or evaluating language and speech skills.,N/A. The study does not explicitly mention developing or evaluating cognitive skills.,Yes; the authors aimed at developing social cognition skills; specifically gesture recognition and imitation.,Yes; the authors aimed at developing physical and motor development skills; specifically fine motor skills through the assembly of the modular robot.,N/A. The study does not explicitly mention developing or evaluating self-management and adaptive skills.,Yes; the study aimed at studying children with autism spectrum disorder (ASD) aged 3 to 8 years.,N/A. The study focused on children aged 3 to 8 years; not adolescents.,N/A. The study focused on children aged 3 to 8 years; not adults.,N/A. The study focused specifically on children with ASD; not other neurodevelopmental disabilities.,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities.,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities.,N/A. The study did not explicitly mention carrying out social interaction activities with robots.,N/A. The study did not mention carrying out storytelling and play-based activities with robots.,Yes; the authors carried out imitation and movement activities with robots; specifically teaching and imitating gestures.,Yes; the authors carried out gesture recognition activities with the robotic kit.,N/A. The study did not mention carrying out music and rhythm activities with robots.,N/A. The study did not explicitly mention carrying out executive function and cognitive activities with robots.,N/A. The study did not explicitly mention carrying out communication and language activities with robots beyond gesture teaching.
Fortiva-84-Tuna-2022-Inclusive-Education-for-Young-Children-with-Autism.pdf,Inclusive Education for Young Children with Autism Spectrum Disorder: Use of Humanoid Robots and Virtual Agents to Alleviate Symptoms and Improve Skills; and A Pilot Study,Tuna; A. (2022). Inclusive Education for Young Children with Autism Spectrum Disorder: Use of Humanoid Robots and Virtual Agents to Alleviate Symptoms and Improve Skills; and A Pilot Study. Research Paper.,(Tuna; 2022),Yes; the study aimed at developing social communication skills. The paper mentions that robots can be used to improve joint attention; socialization; and vocalizations in children with ASD.,N/A. The study does not explicitly mention developing or evaluating emotional intelligence skills.,Yes; the study mentions that robots can be used to improve vocalizations in children with ASD.,Yes; the study mentions that when interacting with robots; children with ASD can improve their cognitive learning skills.,Yes; the study aimed at developing social cognition skills; particularly symbolic play. The pilot study focused on improving symbolic play skills in children with ASD using a humanoid robot.,Yes; the study mentions that robot-based interventions can be used to improve postural control and complex motor coordination of children with ASD.,N/A. The study does not explicitly mention developing or evaluating self-management and adaptive skills.,Yes; the study focused on young children with autism spectrum disorder (ASD).,N/A. The study does not mention focusing on adolescents with ASD.,N/A. The study does not mention focusing on adults with ASD.,N/A. The study does not mention focusing on children with other neurodevelopmental disabilities.,N/A. The study does not mention focusing on adolescents with other neurodevelopmental disabilities.,N/A. The study does not mention focusing on adults with other neurodevelopmental disabilities.,Yes; the study mentions using robots for social interaction activities; such as improving joint attention and socialization in children with ASD.,Yes; the pilot study focused on using a humanoid robot to improve symbolic play skills in children with ASD.,Yes; the study mentions that robots are useful tools to foster action imitation skills of children with ASD.,N/A. The study does not explicitly mention carrying out emotion and expression recognition activities with robots.,N/A. The study does not mention carrying out music and rhythm activities with robots.,N/A. The study does not explicitly mention carrying out executive function and cognitive activities with robots; although it does mention improving cognitive learning skills.,Yes; the study mentions that robots can be used to improve vocalizations and joint attention in children with ASD; which are aspects of communication and language activities.
Fortiva-85-Wanglavan-et-al.-2019-The-Development-of-Attention-Detection-Model-from.pdf,The Development of Attention Detection Model from Child Behavior for Robot-Assisted Autism Therapy,Wanglavan; P.; Jutharee; W.; Maneewarn; T.; & Kaewkamnerdpong; B. (2019). The Development of Attention Detection Model from Child Behavior for Robot-Assisted Autism Therapy.,(Wanglavan et al.; 2019),N/A. The study does not explicitly aim at developing or evaluating Social Communication skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,N/A. The study does not explicitly aim at developing or evaluating Emotional Intelligence skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,N/A. The study does not explicitly aim at developing or evaluating Language and Speech skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,Yes; the study aims at developing and evaluating attention; which is a Cognitive Skill. The main focus of the paper is on developing an attention detection model for children with autism during robot-assisted therapy.,N/A. The study does not explicitly aim at developing or evaluating Social Cognition skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,N/A. The study does not explicitly aim at developing or evaluating Physical and Motor Development skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,N/A. The study does not explicitly aim at developing or evaluating Self-Management and Adaptive Skills. The focus is on developing an attention detection model for robot-assisted autism therapy.,Yes; the study aims at studying children with autism spectrum disorder (ASD). The paper mentions developing an attention detection model for robot-assisted autism therapy; and the participants in the study include children with autism.,N/A. The study does not explicitly mention studying adolescents with ASD. The focus appears to be on children with autism.,N/A. The study does not mention studying adults with ASD. The focus is on children with autism.,N/A. The study does not mention studying children with other neurodevelopmental disabilities. The focus is specifically on children with autism.,N/A. The study does not mention studying adolescents with other neurodevelopmental disabilities. The focus is on children with autism.,N/A. The study does not mention studying adults with other neurodevelopmental disabilities. The focus is on children with autism.,Yes; the study involves social interaction activities with robots. The BLISS robot is used to interact with children through games and activities to promote child development and learning.,Yes; the study mentions storytelling activities with robots. The paper references a previous study where the BLISS robot was used in storytelling activities with autistic children.,N/A. The study does not explicitly mention imitation and movement activities with robots.,N/A. While the study mentions collecting data on user emotion status; it does not explicitly describe emotion and expression recognition activities as part of the intervention.,N/A. The study does not mention music and rhythm activities with robots.,Yes; the study involves cognitive activities with robots. The BLISS robot is used in game activities that involve answering questions; which can be considered cognitive tasks.,Yes; the study involves communication and language activities with robots. The BLISS robot is used in activities where children answer questions and interact with the robot through a touchscreen and RFID cards.
Fortiva-86-Welch-et-al.-2023-Using-Physiological-Signals-and-Machine-Learning-A.pdf,Using Physiological Signals and Machine Learning Algorithms to Measure Attentiveness During Robot-Assisted Social Skills Intervention: A Case Study of Two Children with Autism Spectrum Disorder,Welch; K. C.; Pennington; R.; Vanaparthy; S.; Do; H. M.; Narayanan; R.; Popa; D.; Barnes; G.; & Kuravackel; G. (2023). Using Physiological Signals and Machine Learning Algorithms to Measure Attentiveness During Robot-Assisted Social Skills Intervention: A Case Study of Two Children with Autism Spectrum Disorder. IEEE Instrumentation & Measurement Magazine; 26(3); 1-10.,(Welch et al.; 2023),Yes; the authors aimed at evaluating social communication skills; specifically attentiveness during robot-assisted social skills intervention.,N/A. The study does not explicitly aim at developing or evaluating emotional intelligence skills.,N/A. The study does not explicitly aim at developing or evaluating language and speech skills.,Yes; the authors aimed at evaluating cognitive skills; specifically attentiveness during robot-assisted social skills intervention.,N/A. The study does not explicitly aim at developing or evaluating social cognition skills.,N/A. The study does not aim at developing or evaluating physical and motor development skills.,N/A. The study does not aim at developing or evaluating self-management and adaptive skills.,Yes; the study aimed at studying children with autism spectrum disorder (ASD). The participants were two 11-year-old children diagnosed with ASD.,N/A. The study focused on children; not adolescents with ASD.,N/A. The study focused on children; not adults with ASD.,N/A. The study focused on children with ASD; not other neurodevelopmental disabilities.,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities.,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities.,Yes; the authors carried out social interaction activities with robots. The study involved robot-assisted intervention (RAI) where children engaged in scripted interactions with an NAO robot.,N/A. The study did not mention storytelling and play-based activities with robots.,N/A. The study did not mention imitation and movement activities with robots.,N/A. The study did not mention emotion and expression recognition activities with robots.,N/A. The study did not mention music and rhythm activities with robots.,N/A. The study did not mention executive function and cognitive activities with robots.,N/A. While the study involved robot-assisted intervention; it did not specifically mention communication and language activities with robots as described in the question.
Fortiva-87-Wood-et-al.-2017-Developing-child-robot-interaction-scenarios-with.pdf,Developing Child-Robot Interaction Scenarios with a Humanoid Robot to Assist Children with Autism in Developing Visual Perspective Taking Skills,Wood; L.; Dautenhahn; K.; Robins; B.; & Zaraki; A. (2017). Developing Child-Robot Interaction Scenarios with a Humanoid Robot to Assist Children with Autism in Developing Visual Perspective Taking Skills.,(Wood et al.; 2017),N/A - The study does not explicitly aim at developing or evaluating Social Communication skills. The focus is on Visual Perspective Taking skills.,N/A - The study does not aim at developing or evaluating Emotional Intelligence skills.,N/A - The study does not aim at developing or evaluating Language and Speech skills.,N/A - While the study involves cognitive aspects related to Visual Perspective Taking; it does not explicitly aim at developing or evaluating general Cognitive Skills.,Yes; the study aims at developing Visual Perspective Taking skills; which is a component of Social Cognition.,N/A - The study does not aim at developing or evaluating Physical and Motor Development skills.,N/A - The study does not aim at developing or evaluating Self-Management and Adaptive Skills.,Yes; the study aims at studying children with autism spectrum disorder (ASD).,N/A - The study does not explicitly mention aiming at studying adolescents with ASD.,N/A - The study does not aim at studying adults with ASD.,N/A - The study does not aim at studying children with other neurodevelopmental disabilities (not ASD).,N/A - The study does not aim at studying adolescents with other neurodevelopmental disabilities (not ASD).,N/A - The study does not aim at studying adults with other neurodevelopmental disabilities (not ASD).,Yes; the study carries out Social Interaction Activities with robots; specifically interactive scenarios and one-on-one interactions to improve Visual Perspective Taking skills in children with ASD.,N/A - The study does not explicitly mention carrying out Storytelling and Play-based Activities with robots.,N/A - While some games involve movement; the study does not explicitly focus on Imitation and Movement Activities with robots.,N/A - The study does not carry out Emotion and Expression Recognition Activities with robots.,N/A - The study does not carry out Music and Rhythm Activities with robots.,N/A - While the study involves some cognitive aspects; it does not explicitly carry out Executive Function and Cognitive Activities with robots as described.,N/A - While the study involves some communication aspects; it does not explicitly carry out Communication and Language Activities with robots as described.
Fortiva-88-Wood-et-al.-2019-Developing-a-protocol-and-experimental-setup-for-u.pdf.pdf,Developing a protocol and experimental setup for using a humanoid robot to assist children with autism to develop visual perspective taking skills,Wood; L. J.; Robins; B.; Lakatos; G.; Syrdal; D. S.; Zaraki; A.; & Dautenhahn; K. (2019). Developing a protocol and experimental setup for using a humanoid robot to assist children with autism to develop visual perspective taking skills. Paladyn; Journal of Behavioral Robotics; 10(1); 167-179.,(Wood et al.; 2019),Yes; the authors aimed to develop visual perspective taking skills; which are a fundamental aspect of social communication abilities.,N/A. The study did not explicitly aim to develop or evaluate emotional intelligence skills.,N/A. The study did not aim to develop language and speech skills.,N/A. The study did not explicitly aim to develop cognitive skills; although visual perspective taking involves some cognitive abilities.,Yes; the main aim of the study was to develop visual perspective taking skills; which are an important component of social cognition.,N/A. The study did not aim to develop physical and motor skills.,N/A. The study did not aim to develop self-management and adaptive skills.,Yes; the target population of the study was children with autism spectrum disorder (ASD).,N/A. The study focused on children with ASD; not adolescents.,N/A. The study focused on children with ASD; not adults.,N/A. The study only included children with ASD; not children with other neurodevelopmental disabilities.,N/A. The study only included children with ASD; not adolescents with other neurodevelopmental disabilities.,N/A. The study only included children with ASD; not adults with other neurodevelopmental disabilities.,Yes; the study used interactive games and scenarios with the Kaspar robot to develop visual perspective taking skills in children with ASD.,N/A. The study did not use storytelling or play-based activities.,N/A. The study did not use imitation or movement activities.,N/A. The study did not use emotion or expression recognition activities.,N/A. The study did not use music or rhythm activities.,N/A. The study did not use executive function or cognitive activities.,Yes; the study used joint attention tasks and object-action association exercises (showing toys to the robot) to develop visual perspective taking skills.
Fortiva-89-Yin-y-Tung-2013-Design-and-Evaluation-of-Applying-Robots-to-Assist.pdf.pdf,Design and Evaluation of Applying Robots to Assisting and Inducing Children with Autism in Social Interaction,Yin; T. C.; & Tung; F. W. (2013; July). Design and evaluation of applying robots to assisting and inducing children with autism in social interaction. In International Conference on Human-Computer Interaction (pp. 524-533). Springer; Berlin; Heidelberg.,(Yin & Tung; 2013),Yes; the authors aimed at developing and evaluating social communication skills such as social interaction; turn-taking; and social cues in children with autism.,N/A. The study did not specifically focus on developing or evaluating emotional intelligence skills in children with autism.,N/A. The study did not specifically aim at developing or evaluating language and speech skills in children with autism.,N/A. The study did not specifically aim at developing or evaluating cognitive skills in children with autism.,Yes; the authors aimed at developing and evaluating social cognition skills such as eye contact and social cues in children with autism.,Yes; the authors aimed at developing and evaluating physical and motor development skills such as physical imitation in children with autism.,N/A. The study did not specifically aim at developing or evaluating self-management and adaptive skills in children with autism.,Yes; the authors aimed at studying children with autism spectrum disorder (ASD).,N/A. The study did not specifically aim at studying adolescents with ASD.,N/A. The study did not specifically aim at studying adults with ASD.,N/A. The study did not aim at studying children with other neurodevelopmental disabilities (not ASD).,N/A. The study did not aim at studying adolescents with other neurodevelopmental disabilities (not ASD).,N/A. The study did not aim at studying adults with other neurodevelopmental disabilities (not ASD).,Yes; the authors carried out social interaction activities with robots; such as interactive scenarios and turn-taking games; to improve targeted skills in children with autism.,N/A. The study did not specifically carry out storytelling and play-based activities with robots to improve targeted skills in children with autism.,Yes; the authors carried out imitation and movement activities with robots; such as physical imitation exercises; to improve targeted skills in children with autism.,N/A. The study did not specifically carry out emotion and expression recognition activities with robots to improve targeted skills in children with autism.,Yes; the authors carried out music and rhythm activities with robots; such as singing with the robot; to improve targeted skills in children with autism.,N/A. The study did not specifically carry out executive function and cognitive activities with robots to improve targeted skills in children with autism.,Yes; the authors carried out communication and language activities with robots; such as verbal interactions and answering questions posed by the robots; to improve targeted skills in children with autism.
